Years,State_Code,CLTCB,NGTCB,PMTCB,FFTCB,RETCB,TERCB,TECCB,TEICB,TEACB,BMTCB,ELISB,NUETB
1971,TN,369984.0,270841.0,402895.0,1043721.0,153090.0,302420.0,140892.0,602387.0,325418.0,54391.0,174304.0,0.0
1972,TN,444326.0,283375.0,444471.0,1172172.0,173103.0,314646.0,149237.0,654452.0,355659.0,57566.0,128717.0,0.0
1973,TN,532943.0,300079.0,485933.0,1318955.0,177886.0,320438.0,156187.0,749214.0,388248.0,58909.0,117246.0,0.0
1974,TN,470336.0,265374.0,470394.0,1206105.0,180418.0,311261.0,153968.0,732328.0,380946.0,57547.0,191981.0,0.0
1975,TN,471919.0,224065.0,492805.0,1188790.0,177299.0,350465.0,145341.0,728164.0,390255.0,54447.0,248136.0,0.0
1976,TN,561514.0,218483.0,551645.0,1331642.0,160069.0,360782.0,147682.0,805501.0,406098.0,61792.0,228352.0,0.0
1977,TN,553721.0,208401.0,582671.0,1344793.0,176225.0,394830.0,174093.0,792035.0,418416.0,67744.0,258355.0,0.0
1978,TN,564711.0,189201.0,610104.0,1364016.0,163042.0,389593.0,206824.0,723286.0,443273.0,72036.0,235918.0,0.0
1979,TN,542302.0,233860.0,566792.0,1342955.0,207250.0,380023.0,219256.0,750785.0,450307.0,79846.0,250166.0,0.0
1980,TN,576894.0,233335.0,501001.0,1311218.0,160372.0,380791.0,225280.0,709949.0,408896.0,69326.0,247667.0,5660.0
1981,TN,565947.0,227106.0,492503.0,1285513.0,136647.0,356741.0,233266.0,694277.0,408735.0,74820.0,218973.0,51886.0
1982,TN,470661.0,212133.0,483674.0,1166376.0,184144.0,366562.0,235815.0,611165.0,398310.0,82019.0,149446.0,111885.0
1983,TN,547105.0,199086.0,477721.0,1223872.0,189453.0,361457.0,256819.0,645907.0,396071.0,84753.0,93707.0,153222.0
1984,TN,555270.0,211305.0,519409.0,1285959.0,203068.0,383783.0,185584.0,741640.0,426527.0,96780.0,112956.0,135551.0
1985,TN,599665.0,196735.0,536800.0,1333164.0,166411.0,373108.0,182642.0,721549.0,434200.0,98095.0,109188.0,102737.0
1986,TN,605739.0,194016.0,551741.0,1351482.0,156473.0,367896.0,167366.0,699094.0,465660.0,100842.0,193168.0,-1107.0
1987,TN,596507.0,206990.0,544135.0,1347605.0,176511.0,381623.0,171938.0,700886.0,458225.0,97684.0,189680.0,-1124.0
1988,TN,610560.0,220884.0,551907.0,1383314.0,150409.0,395849.0,179768.0,735155.0,466234.0,103007.0,201507.0,41776.0
1989,TN,566938.0,228568.0,567114.0,1362540.0,205997.0,412468.0,206732.0,732537.0,477732.0,82266.0,95802.0,165130.0
1990,TN,600526.0,227525.0,553207.0,1381254.0,165010.0,394052.0,207242.0,724348.0,466321.0,60744.0,97523.0,148175.0
1991,TN,565397.0,234603.0,526118.0,1326109.0,178555.0,409431.0,209161.0,731668.0,440683.0,64996.0,112384.0,173895.0
1992,TN,590306.0,249246.0,561444.0,1400985.0,168952.0,409670.0,147890.0,815716.0,460344.0,65326.0,99773.0,163909.0
1993,TN,685674.0,263161.0,572761.0,1521582.0,152077.0,418040.0,135610.0,826919.0,485213.0,59674.0,157409.0,34714.0
1994,TN,622698.0,254082.0,592881.0,1469574.0,186064.0,446361.0,134476.0,846596.0,499428.0,61892.0,146507.0,124717.0
1995,TN,669028.0,264889.0,617783.0,1551666.0,163369.0,426652.0,135818.0,858308.0,523840.0,63986.0,64535.0,165048.0
1996,TN,650760.0,289382.0,634454.0,1574521.0,175612.0,493538.0,148974.0,866074.0,541591.0,56948.0,59272.0,240773.0
1997,TN,680608.0,291844.0,637049.0,1609481.0,161831.0,452731.0,355567.0,673165.0,546093.0,49002.0,-2412.0,258656.0
1998,TN,651838.0,287447.0,671267.0,1610547.0,158854.0,475295.0,354938.0,721463.0,556279.0,48567.0,40760.0,297814.0
1999,TN,648342.0,286375.0,688943.0,1623648.0,131837.0,480671.0,362544.0,730810.0,574004.0,51953.0,108018.0,284525.0
2000,TN,705059.0,280679.0,697006.0,1682731.0,120501.0,502178.0,370115.0,725514.0,583020.0,55158.0,108269.0,269327.0
2001,TN,687352.0,265461.0,710393.0,1663206.0,138830.0,497911.0,368004.0,750729.0,579882.0,66952.0,96067.0,298424.0
2002,TN,655906.0,263691.0,737577.0,1657174.0,148357.0,511474.0,367100.0,729966.0,613264.0,67101.0,128347.0,287927.0
2003,TN,621425.0,265807.0,755961.0,1643192.0,184191.0,504430.0,373245.0,733021.0,629661.0,62505.0,161255.0,251718.0
2004,TN,648005.0,238761.0,765424.0,1652190.0,179815.0,513166.0,380186.0,746298.0,630170.0,75419.0,139446.0,298369.0
2005,TN,657711.0,238400.0,782703.0,1678814.0,173787.0,540259.0,383190.0,747047.0,644878.0,80552.0,172620.0,290153.0
2006,TN,677174.0,230047.0,785896.0,1693118.0,150843.0,535779.0,383823.0,746883.0,647880.0,73306.0,212881.0,257523.0
2007,TN,672766.0,229520.0,773597.0,1675884.0,125739.0,565271.0,399722.0,728411.0,650596.0,76263.0,241338.0,301038.0
2008,TN,643796.0,238441.0,714765.0,1597002.0,149000.0,562891.0,396114.0,713425.0,610784.0,92688.0,254698.0,282514.0
2009,TN,477713.0,223019.0,657009.0,1357741.0,191335.0,533143.0,376167.0,579303.0,595829.0,90946.0,253371.0,281996.0
2010,TN,515464.0,263365.0,681647.0,1460475.0,176865.0,604605.0,399975.0,631171.0,615801.0,96822.0,324281.0,289930.0
2011,TN,481127.0,267929.0,677698.0,1426754.0,190601.0,562714.0,386872.0,635920.0,615259.0,96794.0,301730.0,281682.0
2012,TN,423086.0,281007.0,650776.0,1354868.0,180950.0,497970.0,361540.0,630764.0,595096.0,101171.0,286508.0,263045.0
2013,TN,399768.0,284750.0,658642.0,1343159.0,224819.0,531238.0,428435.0,582349.0,595873.0,104726.0,272186.0,297732.0
2014,TN,427509.0,313887.0,675135.0,1416532.0,193693.0,562116.0,435238.0,598033.0,610107.0,107493.0,305869.0,289401.0
2015,TN,370650.0,322468.0,690658.0,1383776.0,195876.0,535307.0,448326.0,578137.0,618293.0,104655.0,339374.0,261037.0
2016,TN,379775.0,336341.0,711436.0,1427552.0,167435.0,529617.0,452843.0,590559.0,635786.0,102791.0,304458.0,309357.0
2017,TN,334567.0,331680.0,715458.0,1381705.0,184743.0,496823.0,432718.0,600138.0,636823.0,102381.0,267201.0,332779.0
1960,TX,24974.0,2815483.0,1536057.0,4376513.0,50155.0,361564.0,200810.0,3056168.0,797674.0,38296.0,-9853.0,0.0
1961,TX,18203.0,2831993.0,1555772.0,4405968.0,52023.0,356569.0,207454.0,3069702.0,814156.0,38880.0,-9755.0,0.0
1962,TX,20582.0,2959563.0,1633869.0,4614014.0,47721.0,415619.0,224320.0,3165107.0,835629.0,39275.0,-20703.0,0.0
1963,TX,19173.0,3044428.0,1812971.0,4876572.0,42718.0,440343.0,247229.0,3345982.0,860535.0,37709.0,-24622.0,0.0
1964,TX,26232.0,3040492.0,1933568.0,5000292.0,43884.0,452851.0,265986.0,3405389.0,888456.0,39136.0,-31052.0,0.0
1965,TX,29182.0,3181456.0,1963246.0,5173884.0,48967.0,461103.0,279819.0,3551653.0,919609.0,41196.0,-10387.0,0.0
1966,TX,27844.0,3404262.0,2078723.0,5510829.0,51980.0,490615.0,307829.0,3807968.0,950843.0,43785.0,-5246.0,0.0
1967,TX,23523.0,3638596.0,2175645.0,5837764.0,49944.0,521366.0,377166.0,3977727.0,1002771.0,43901.0,-8343.0,0.0
1968,TX,24996.0,3836859.0,2346123.0,6207978.0,62939.0,568295.0,402952.0,4201384.0,1096279.0,49149.0,-1664.0,0.0
1969,TX,25141.0,4024717.0,2540573.0,6590431.0,64351.0,643243.0,434033.0,4419534.0,1159513.0,51073.0,1990.0,0.0
1970,TX,30767.0,4203877.0,2610292.0,6844936.0,62757.0,679459.0,462562.0,4567692.0,1212068.0,52207.0,14505.0,0.0
1971,TX,24048.0,4482576.0,2672581.0,7179205.0,60471.0,721274.0,482987.0,4771282.0,1258232.0,51251.0,-5349.0,0.0
1972,TX,50140.0,4531777.0,2995419.0,7577336.0,67560.0,783494.0,521818.0,4957040.0,1360829.0,58945.0,-20970.0,0.0
1973,TX,125909.0,4746155.0,3295589.0,8167653.0,78102.0,795978.0,565077.0,5393950.0,1486367.0,60439.0,-3299.0,0.0
1974,TX,133141.0,4584002.0,3312660.0,8029803.0,76691.0,788958.0,552283.0,5242930.0,1509541.0,59656.0,-11577.0,0.0
1975,TX,196172.0,4046930.0,3220686.0,7463788.0,75872.0,762344.0,566669.0,4620408.0,1562028.0,55820.0,-27052.0,0.0
1976,TX,226342.0,4074690.0,3481271.0,7782303.0,75965.0,769831.0,598536.0,4853219.0,1614344.0,64884.0,-21523.0,0.0
1977,TX,288187.0,4254885.0,3885371.0,8428442.0,82566.0,868874.0,663788.0,5214961.0,1728153.0,70366.0,-35054.0,0.0
1978,TX,418438.0,4329773.0,4145601.0,8893812.0,84175.0,932549.0,714020.0,5468165.0,1826422.0,76252.0,-36787.0,0.0
1979,TX,587642.0,4131399.0,4561419.0,9280460.0,89721.0,942649.0,816804.0,5667886.0,1880719.0,77273.0,-62031.0,0.0
1980,TX,734145.0,4226105.0,4452073.0,9412323.0,65819.0,930859.0,760474.0,5892280.0,1802055.0,55648.0,-90490.0,0.0
1981,TX,858514.0,4052341.0,4267720.0,9178576.0,70516.0,908845.0,788510.0,5623971.0,1826225.0,58544.0,-100549.0,0.0
1982,TX,931065.0,3503025.0,4020489.0,8454577.0,80753.0,970137.0,819201.0,4798840.0,1883216.0,70015.0,-63919.0,0.0
1983,TX,1016758.0,3335519.0,3995613.0,8347875.0,78066.0,948409.0,892760.0,4684517.0,1880769.0,66418.0,-19638.0,0.0
1984,TX,1074868.0,3556198.0,4198364.0,8829428.0,88645.0,1049831.0,878613.0,5057733.0,1960057.0,77878.0,28018.0,0.0
1985,TX,1148998.0,3514373.0,4191428.0,8854790.0,96300.0,1078768.0,894167.0,5011345.0,2027528.0,81664.0,60742.0,0.0
1986,TX,1162745.0,3312929.0,4323366.0,8799021.0,113054.0,1051404.0,877016.0,5005719.0,2073455.0,92451.0,95560.0,0.0
1987,TX,1203925.0,3435413.0,4370450.0,9009783.0,120707.0,1090322.0,902688.0,5214395.0,2032666.0,98225.0,109715.0,0.0
1988,TX,1264113.0,3665187.0,4620740.0,9550036.0,111778.0,1119961.0,946520.0,5599184.0,2146110.0,99028.0,109865.0,40201.0
1989,TX,1335906.0,3886116.0,4651246.0,9873259.0,127595.0,1194092.0,993361.0,5756248.0,2150031.0,112011.0,-12652.0,105722.0
1990,TX,1333671.0,3877833.0,4758496.0,9968710.0,117290.0,1188330.0,1007209.0,5921546.0,2155244.0,98022.0,18715.0,167823.0
1991,TX,1333449.0,3824190.0,4782851.0,9939375.0,122315.0,1207492.0,1023237.0,5944286.0,2103266.0,98409.0,10525.0,207582.0
1992,TX,1324063.0,3768324.0,4986280.0,10078666.0,136103.0,1173368.0,1023462.0,6098777.0,2149543.0,108088.0,-22829.0,256502.0
1993,TX,1430676.0,3925166.0,4927256.0,10283095.0,117748.0,1248382.0,1044494.0,6125668.0,2135807.0,98558.0,25922.0,130321.0
1994,TX,1389409.0,3885073.0,5149512.0,10423994.0,115384.0,1260933.0,1086791.0,6335180.0,2196665.0,98792.0,43040.0,300448.0
1995,TX,1364800.0,4037539.0,5121472.0,10523810.0,122104.0,1299082.0,1156275.0,6450296.0,2165210.0,103690.0,48255.0,379842.0
1996,TX,1485577.0,4268665.0,5497675.0,11251918.0,112104.0,1387646.0,1150162.0,6955567.0,2338883.0,100412.0,96062.0,375656.0
1997,TX,1523201.0,4231566.0,5863047.0,11617815.0,126373.0,1408189.0,1205821.0,7220696.0,2402624.0,106311.0,103086.0,392031.0
1998,TX,1488589.0,4377957.0,5934436.0,11800982.0,115562.0,1481434.0,1236683.0,7175851.0,2524156.0,99146.0,93242.0,405846.0
1999,TX,1530426.0,4138086.0,5842281.0,11510775.0,98724.0,1464943.0,1275248.0,6827063.0,2509783.0,82866.0,82764.0,384141.0
2000,TX,1548184.0,4550106.0,5767121.0,11865411.0,101491.0,1566186.0,1368447.0,6923032.0,2563182.0,86905.0,62335.0,391670.0
2001,TX,1492977.0,4384479.0,5773604.0,11649516.0,102020.0,1551294.0,1334001.0,6641225.0,2674400.0,76166.0,50855.0,398535.0
2002,TX,1550325.0,4444508.0,5924903.0,11919734.0,123418.0,1624199.0,1348402.0,6767300.0,2768507.0,83739.0,94068.0,371923.0
2003,TX,1603971.0,4177143.0,5978967.0,11760081.0,117403.0,1573662.0,1307692.0,6744464.0,2669713.0,80860.0,70313.0,348485.0
2004,TX,1626029.0,4039787.0,6161669.0,11827486.0,123119.0,1525084.0,1286666.0,6824169.0,2697751.0,77141.0,-37851.0,421660.0
2005,TX,1627863.0,3621139.0,5987815.0,11236817.0,138908.0,1612334.0,1396487.0,6127421.0,2721779.0,81554.0,84048.0,398994.0
2006,TX,1610301.0,3544789.0,6086196.0,11241286.0,189802.0,1532066.0,1336366.0,6145022.0,2851550.0,115268.0,4037.0,430593.0
2007,TX,1609155.0,3626526.0,5917140.0,11152821.0,245405.0,1548942.0,1338044.0,6006813.0,2880468.0,138128.0,-52715.0,429577.0
2008,TX,1605925.0,3653462.0,5245208.0,10504596.0,346666.0,1580834.0,1384947.0,5489032.0,2797153.0,174293.0,-24795.0,425682.0
2009,TX,1497854.0,3481133.0,5065515.0,10044502.0,348270.0,1589406.0,1442515.0,5161079.0,2690325.0,140097.0,56149.0,434024.0
2010,TX,1568060.0,3689581.0,5472213.0,10729853.0,457348.0,1687043.0,1478907.0,5758934.0,2756959.0,185760.0,62655.0,432036.0
2011,TX,1695239.0,3800578.0,5458850.0,10954666.0,516473.0,1745786.0,1555071.0,5807811.0,2776717.0,210429.0,134.0,414881.0
2012,TX,1498818.0,3964124.0,5602761.0,11065703.0,520659.0,1599536.0,1555093.0,5996535.0,2793580.0,203650.0,-43690.0,402823.0
2013,TX,1597357.0,4131226.0,5947064.0,11675647.0,554522.0,1684133.0,1610242.0,6355872.0,3073171.0,201972.0,95191.0,400353.0
2014,TX,1585961.0,4060592.0,5937608.0,11584160.0,609429.0,1709452.0,1640247.0,6303981.0,3079998.0,218016.0,130633.0,410907.0
2015,TX,1340422.0,4263860.0,6180628.0,11784910.0,645948.0,1689588.0,1589588.0,6462092.0,3145471.0,210359.0,45176.0,411571.0
2016,TX,1323111.0,4151063.0,6324218.0,11798391.0,779987.0,1656795.0,1606147.0,6562290.0,3264336.0,223050.0,77732.0,440109.0
2017,TX,1451978.0,3994212.0,6513162.0,11959352.0,876507.0,1640607.0,1600525.0,6754405.0,3370319.0,221256.0,145559.0,403523.0
1960,UT,90967.0,72441.0,127551.0,290958.0,5494.0,42296.0,28943.0,167479.0,64511.0,2219.0,6777.0,0.0
1961,UT,81964.0,79168.0,126702.0,287835.0,4591.0,45079.0,31742.0,163365.0,60626.0,2132.0,8386.0,0.0
1962,UT,65575.0,87938.0,136636.0,290149.0,6192.0,49329.0,35949.0,159126.0,65915.0,2044.0,13979.0,0.0
1963,UT,62411.0,88494.0,136195.0,287100.0,5699.0,47719.0,36706.0,160875.0,66515.0,2008.0,19016.0,0.0
1964,UT,71031.0,99071.0,136680.0,306782.0,10151.0,52213.0,39697.0,175674.0,66941.0,2148.0,17592.0,0.0
1965,UT,75449.0,99810.0,142231.0,317491.0,11501.0,49026.0,41222.0,178614.0,70642.0,1956.0,10512.0,0.0
1966,UT,79119.0,95740.0,154284.0,329143.0,10173.0,54604.0,35090.0,182390.0,78749.0,1938.0,11517.0,0.0
1967,UT,72396.0,97068.0,151592.0,321057.0,13266.0,58376.0,38209.0,170970.0,77711.0,2060.0,10944.0,0.0
1968,UT,73920.0,101626.0,161346.0,336891.0,12791.0,60714.0,40509.0,180909.0,83491.0,2216.0,15941.0,0.0
1969,UT,78445.0,110888.0,170147.0,359479.0,13957.0,65537.0,44574.0,197767.0,87960.0,2284.0,22401.0,0.0
1970,UT,78777.0,114377.0,165826.0,358980.0,10079.0,67572.0,43437.0,194466.0,91544.0,2303.0,27960.0,0.0
1971,UT,78743.0,113876.0,179959.0,372578.0,12615.0,76632.0,47670.0,192545.0,98351.0,2303.0,30005.0,0.0
1972,UT,77580.0,116399.0,186443.0,380422.0,15234.0,76323.0,48209.0,200450.0,103196.0,2543.0,32521.0,0.0
1973,UT,98848.0,116335.0,190457.0,405640.0,14683.0,79357.0,53424.0,215329.0,109665.0,3145.0,37453.0,0.0
1974,UT,107648.0,115206.0,199781.0,422635.0,12440.0,85517.0,55855.0,219873.0,112423.0,2612.0,38591.0,0.0
1975,UT,115740.0,117952.0,203889.0,437581.0,14074.0,92245.0,53486.0,221179.0,113847.0,2893.0,29101.0,0.0
1976,UT,101774.0,138603.0,207169.0,447546.0,14974.0,100962.0,65384.0,227639.0,116248.0,3257.0,47713.0,0.0
1977,UT,132845.0,100999.0,211890.0,445733.0,11709.0,73122.0,61853.0,229719.0,121394.0,3811.0,28647.0,0.0
1978,UT,143943.0,113322.0,216782.0,474047.0,12093.0,87161.0,62804.0,230565.0,130166.0,4492.0,24555.0,0.0
1979,UT,170907.0,120980.0,213386.0,505273.0,13634.0,103523.0,56799.0,234424.0,131650.0,5332.0,7490.0,0.0
1980,UT,168254.0,124990.0,200325.0,493568.0,13025.0,105649.0,55099.0,217064.0,126763.0,4492.0,-2019.0,0.0
1981,UT,175686.0,109703.0,168355.0,453745.0,12388.0,105736.0,41097.0,208561.0,122808.0,5875.0,12070.0,0.0
1982,UT,159560.0,110526.0,166643.0,436729.0,16761.0,94746.0,64871.0,186138.0,121883.0,6051.0,14148.0,0.0
1983,UT,160238.0,118449.0,176813.0,455500.0,21168.0,111624.0,58401.0,195685.0,126099.0,6505.0,15142.0,0.0
1984,UT,185637.0,124247.0,176034.0,485918.0,21829.0,111515.0,68298.0,195717.0,128479.0,6910.0,-3739.0,0.0
1985,UT,199366.0,123750.0,174052.0,497168.0,18721.0,117345.0,70326.0,180631.0,132132.0,6931.0,-15455.0,0.0
1986,UT,188954.0,99706.0,188163.0,476823.0,23017.0,107404.0,66601.0,154872.0,141909.0,6469.0,-29055.0,0.0
1987,UT,273790.0,106906.0,192227.0,572923.0,14264.0,94242.0,77939.0,144005.0,146203.0,3637.0,-124924.0,0.0
1988,UT,337985.0,117778.0,196678.0,652441.0,11781.0,97565.0,83839.0,193780.0,151122.0,3859.0,-137917.0,0.0
1989,UT,349724.0,123414.0,190141.0,663280.0,11680.0,102564.0,84851.0,207104.0,143100.0,3549.0,-137341.0,0.0
1990,UT,366842.0,126913.0,193227.0,686982.0,10778.0,97188.0,82340.0,207583.0,148687.0,3445.0,-161962.0,0.0
1991,UT,344365.0,142458.0,205358.0,692181.0,12555.0,108022.0,89673.0,213313.0,154513.0,3608.0,-139216.0,0.0
1992,UT,363056.0,132362.0,201745.0,697163.0,12402.0,101163.0,87248.0,205750.0,157455.0,3785.0,-157948.0,0.0
1993,UT,370982.0,149255.0,205702.0,725939.0,14642.0,111021.0,92565.0,210126.0,163603.0,3794.0,-163267.0,0.0
1994,UT,380866.0,146416.0,210443.0,737725.0,13808.0,109346.0,100387.0,210648.0,166811.0,3552.0,-164340.0,0.0
1995,UT,361424.0,166860.0,227890.0,756175.0,15540.0,110545.0,102806.0,242240.0,181276.0,3580.0,-134848.0,0.0
1996,UT,359984.0,168059.0,242234.0,770276.0,17235.0,120287.0,108463.0,247559.0,189839.0,3872.0,-121363.0,0.0
1997,UT,375105.0,172248.0,245399.0,792752.0,20402.0,126291.0,116247.0,240340.0,197637.0,4397.0,-132736.0,0.0
1998,UT,396129.0,177960.0,250190.0,824279.0,20533.0,124307.0,117012.0,260497.0,202063.0,4919.0,-140938.0,0.0
1999,UT,384060.0,169255.0,256387.0,809701.0,21236.0,129116.0,124231.0,231989.0,209020.0,6242.0,-136582.0,0.0
2000,UT,403068.0,173439.0,267708.0,844216.0,16401.0,133898.0,131792.0,252224.0,220789.0,6658.0,-121914.0,0.0
2001,UT,384453.0,167582.0,260345.0,812380.0,12126.0,134591.0,137314.0,224263.0,212263.0,4667.0,-116076.0,0.0
2002,UT,370551.0,172366.0,258213.0,801130.0,11227.0,142921.0,145311.0,180291.0,219779.0,3717.0,-124084.0,0.0
2003,UT,379185.0,163527.0,276298.0,819010.0,10518.0,139037.0,135601.0,200251.0,223907.0,3673.0,-130750.0,0.0
2004,UT,399704.0,164154.0,277475.0,841333.0,10710.0,146844.0,141577.0,208432.0,232654.0,3633.0,-122587.0,0.0
2005,UT,405546.0,168770.0,287599.0,861914.0,15754.0,149483.0,146696.0,226975.0,236771.0,5372.0,-117879.0,0.0
2006,UT,382757.0,197894.0,310505.0,891155.0,15010.0,155293.0,144690.0,218136.0,260455.0,5005.0,-127641.0,0.0
2007,UT,391386.0,231125.0,299418.0,921930.0,14154.0,157073.0,145632.0,218417.0,259825.0,6463.0,-155082.0,0.0
2008,UT,395878.0,237414.0,279173.0,912465.0,17728.0,163049.0,148065.0,216744.0,240165.0,7570.0,-162026.0,0.0
2009,UT,364994.0,223646.0,264936.0,853576.0,20296.0,161450.0,148611.0,200625.0,231534.0,7039.0,-131533.0,0.0
2010,UT,356148.0,229078.0,263973.0,849199.0,22716.0,164005.0,152558.0,210265.0,230992.0,8034.0,-114110.0,0.0
2011,UT,346181.0,230672.0,283430.0,860283.0,31094.0,169658.0,157712.0,220813.0,247705.0,9437.0,-95524.0,0.0
2012,UT,322055.0,232630.0,276213.0,830899.0,27680.0,160832.0,154797.0,235268.0,240520.0,9669.0,-67195.0,0.0
2013,UT,355230.0,258661.0,284953.0,898844.0,24763.0,174921.0,163527.0,243440.0,250768.0,10662.0,-90891.0,0.0
2014,UT,344054.0,251649.0,281663.0,877367.0,29250.0,159065.0,157655.0,236043.0,247303.0,10753.0,-106554.0,0.0
2015,UT,330043.0,242848.0,283824.0,856715.0,33576.0,158733.0,162162.0,227426.0,255118.0,14788.0,-86905.0,0.0
2016,UT,269016.0,250199.0,293259.0,812474.0,46835.0,166206.0,164050.0,220951.0,260823.0,15778.0,-47315.0,0.0
2017,UT,274816.0,231342.0,298446.0,804603.0,63726.0,174730.0,170497.0,222101.0,261342.0,15564.0,-39687.0,0.0
1960,VA,316395.0,68431.0,442254.0,827080.0,69706.0,192104.0,80925.0,288114.0,290155.0,56072.0,-45489.0,0.0
1961,VA,328073.0,73034.0,429518.0,830625.0,66456.0,198615.0,84410.0,300076.0,271498.0,53854.0,-42481.0,0.0
1962,VA,345482.0,79884.0,441746.0,867112.0,67678.0,205750.0,90128.0,308322.0,279501.0,54344.0,-51088.0,0.0
1963,VA,360181.0,86240.0,468650.0,915071.0,64267.0,213368.0,96353.0,335755.0,294215.0,55094.0,-39647.0,0.0
1964,VA,370395.0,91963.0,479118.0,941476.0,63580.0,211239.0,101483.0,346812.0,309745.0,54594.0,-35776.0,0.0
1965,VA,386296.0,98615.0,513562.0,998473.0,63439.0,221208.0,109781.0,382880.0,332226.0,54205.0,-15818.0,0.0
1966,VA,386377.0,125287.0,533921.0,1045585.0,64055.0,241512.0,123489.0,402896.0,349062.0,56102.0,7318.0,0.0
1967,VA,369977.0,119364.0,555985.0,1045326.0,61774.0,252210.0,134716.0,373728.0,376536.0,53364.0,30090.0,0.0
1968,VA,383807.0,125708.0,585128.0,1094642.0,63863.0,269692.0,148996.0,388955.0,389886.0,55705.0,39024.0,0.0
1969,VA,328714.0,132739.0,660544.0,1121998.0,64159.0,279277.0,162189.0,374262.0,421502.0,56790.0,51073.0,0.0
1970,VA,275311.0,140072.0,745710.0,1161093.0,62711.0,296482.0,178524.0,357919.0,446103.0,55458.0,55223.0,0.0
1971,VA,230247.0,147758.0,811980.0,1189985.0,66364.0,298297.0,193349.0,361250.0,469468.0,54593.0,66014.0,0.0
1972,VA,198893.0,159705.0,860821.0,1219419.0,70488.0,312563.0,204561.0,373891.0,484381.0,55879.0,80652.0,4836.0
1973,VA,195912.0,156669.0,884314.0,1236894.0,69214.0,322393.0,226577.0,386865.0,499236.0,55520.0,54197.0,74765.0
1974,VA,176954.0,146811.0,853442.0,1177207.0,66085.0,312699.0,225313.0,369513.0,474824.0,54757.0,72619.0,66437.0
1975,VA,169188.0,123625.0,824369.0,1117183.0,66861.0,324099.0,217878.0,349615.0,467402.0,53223.0,76168.0,98782.0
1976,VA,202247.0,125855.0,856635.0,1184738.0,76045.0,349229.0,234606.0,370640.0,489360.0,66836.0,97547.0,85506.0
1977,VA,187029.0,120734.0,900885.0,1208649.0,73803.0,362506.0,241044.0,381399.0,501276.0,66356.0,101669.0,102103.0
1978,VA,170626.0,136935.0,878353.0,1185913.0,86397.0,368413.0,254250.0,379118.0,513382.0,73069.0,88604.0,154249.0
1979,VA,213734.0,136958.0,886409.0,1237100.0,95181.0,394304.0,249241.0,421876.0,502950.0,79204.0,159331.0,76758.0
1980,VA,231849.0,161015.0,737949.0,1130684.0,85571.0,361893.0,256741.0,430382.0,481837.0,76307.0,189528.0,125071.0
1981,VA,264301.0,155379.0,648378.0,1067604.0,79270.0,345974.0,261803.0,422606.0,483877.0,75457.0,170850.0,196535.0
1982,VA,259723.0,155040.0,604004.0,1018302.0,93614.0,349726.0,272553.0,412642.0,466129.0,83784.0,196238.0,192897.0
1983,VA,275468.0,147232.0,627925.0,1050239.0,95982.0,358073.0,289376.0,434833.0,476856.0,83257.0,209280.0,203636.0
1984,VA,306947.0,148750.0,672067.0,1127547.0,103631.0,382780.0,301257.0,470301.0,482494.0,91294.0,220829.0,184824.0
1985,VA,297127.0,144897.0,683369.0,1124963.0,101913.0,390163.0,307150.0,470400.0,502788.0,93080.0,206719.0,236905.0
1986,VA,303266.0,146664.0,741433.0,1191285.0,86471.0,418231.0,331824.0,475357.0,531531.0,85690.0,254758.0,224429.0
1987,VA,337881.0,165253.0,774880.0,1277868.0,88065.0,434697.0,351586.0,492135.0,568798.0,79373.0,291816.0,189468.0
1988,VA,342900.0,170234.0,803072.0,1315537.0,80435.0,457850.0,363092.0,500584.0,600423.0,82405.0,302941.0,223036.0
1989,VA,384191.0,180848.0,788354.0,1352948.0,98719.0,474941.0,393414.0,519473.0,577259.0,94082.0,362465.0,150955.0
1990,VA,355067.0,192084.0,752480.0,1299570.0,105874.0,435939.0,400064.0,543923.0,583591.0,92001.0,306007.0,252065.0
1991,VA,379934.0,188719.0,731252.0,1299656.0,107612.0,454551.0,412049.0,534544.0,569493.0,96061.0,312945.0,250424.0
1992,VA,379542.0,221204.0,724875.0,1325367.0,110879.0,467843.0,425937.0,536521.0,565621.0,99299.0,315344.0,244334.0
1993,VA,397271.0,248973.0,741831.0,1387513.0,119114.0,507067.0,449517.0,531999.0,574947.0,105242.0,318580.0,238323.0
1994,VA,371724.0,261606.0,754018.0,1386108.0,123271.0,499154.0,448066.0,552647.0,586925.0,111101.0,311630.0,265782.0
1995,VA,385108.0,284332.0,750734.0,1419715.0,126209.0,517153.0,471939.0,565765.0,596477.0,115575.0,341318.0,264092.0
1996,VA,428703.0,270581.0,767473.0,1466013.0,139571.0,545028.0,493947.0,564356.0,605199.0,124385.0,326860.0,276085.0
1997,VA,432781.0,259936.0,799733.0,1492085.0,125994.0,524418.0,490431.0,566155.0,623588.0,115131.0,302291.0,284220.0
1998,VA,438490.0,271542.0,811633.0,1521510.0,126110.0,518383.0,503942.0,574545.0,633798.0,112523.0,297332.0,285716.0
1999,VA,444542.0,287330.0,827413.0,1559099.0,122830.0,538210.0,520836.0,583358.0,646507.0,115338.0,311239.0,295742.0
2000,VA,506961.0,278198.0,869435.0,1654085.0,117047.0,577531.0,548946.0,576248.0,682807.0,109264.0,319038.0,295361.0
