Years,State_Code,CLTCB,NGTCB,PMTCB,FFTCB,RETCB,TERCB,TECCB,TEICB,TEACB,BMTCB,ELISB,NUETB
2008,LA,262470.0,1369823.0,2193330.0,3825623.0,113455.0,346802.0,270160.0,2937594.0,672475.0,101609.0,127296.0,160658.0
2009,LA,252519.0,1315265.0,2044719.0,3612503.0,117899.0,352882.0,276968.0,2738357.0,667212.0,104230.0,129497.0,175524.0
2010,LA,259750.0,1483203.0,2096849.0,3839547.0,133399.0,385715.0,281885.0,2880050.0,711313.0,120761.0,91202.0,194818.0
2011,LA,269993.0,1536148.0,2075074.0,3880771.0,131460.0,370693.0,280565.0,2895500.0,712848.0,119260.0,73511.0,173859.0
2012,LA,238811.0,1586437.0,1925133.0,3749820.0,127327.0,338328.0,277045.0,2852596.0,655237.0,118696.0,81967.0,164092.0
2013,LA,228055.0,1505539.0,1905530.0,3638554.0,145637.0,343118.0,269129.0,2787167.0,657486.0,133160.0,95547.0,177156.0
2014,LA,209973.0,1547706.0,1854121.0,3611269.0,164930.0,348374.0,268267.0,2826303.0,644196.0,151647.0,129878.0,181059.0
2015,LA,174221.0,1594694.0,1905049.0,3673474.0,152526.0,333488.0,270292.0,2794776.0,695549.0,139853.0,108095.0,160015.0
2016,LA,140513.0,1718755.0,1878778.0,3737598.0,168219.0,316148.0,265999.0,2901028.0,716026.0,154343.0,113999.0,179391.0
2017,LA,142267.0,1717520.0,2003074.0,3862861.0,245690.0,312431.0,269363.0,3123142.0,776884.0,233541.0,212095.0,161171.0
1960,MA,118745.0,80612.0,804058.0,1003415.0,53354.0,346707.0,191615.0,295583.0,220223.0,42784.0,-3036.0,394.0
1961,MA,120459.0,84630.0,823920.0,1029009.0,52769.0,356044.0,195589.0,295678.0,232639.0,44105.0,-11759.0,9931.0
1962,MA,119907.0,92131.0,844011.0,1056049.0,53590.0,367583.0,204942.0,297169.0,242221.0,45238.0,-5742.0,8017.0
1963,MA,115969.0,99924.0,810041.0,1025934.0,52762.0,357513.0,194361.0,279358.0,252038.0,45338.0,-6607.0,11181.0
1964,MA,123421.0,108193.0,838538.0,1070152.0,54148.0,352618.0,205430.0,306648.0,254929.0,47137.0,-18840.0,14166.0
1965,MA,127922.0,115712.0,956316.0,1199950.0,55636.0,379234.0,239722.0,357701.0,268600.0,48698.0,-21735.0,11407.0
1966,MA,112103.0,117709.0,969386.0,1199197.0,58117.0,357928.0,246098.0,372826.0,271133.0,49749.0,-21903.0,12572.0
1967,MA,101438.0,129884.0,1042398.0,1273720.0,58183.0,387052.0,273648.0,375115.0,290677.0,49846.0,-20117.0,14707.0
1968,MA,87696.0,133913.0,1084064.0,1305673.0,62101.0,400887.0,280799.0,378190.0,313736.0,53961.0,-7918.0,13757.0
1969,MA,60429.0,138632.0,1134960.0,1334021.0,64611.0,420220.0,286135.0,371798.0,324262.0,55409.0,-8831.0,12614.0
1970,MA,21393.0,149074.0,1240487.0,1410954.0,65043.0,439755.0,302862.0,372902.0,348866.0,57139.0,-24886.0,13272.0
1971,MA,13054.0,158329.0,1251293.0,1422675.0,61247.0,458970.0,310537.0,361750.0,362542.0,53852.0,-5678.0,15554.0
1972,MA,7677.0,162204.0,1307345.0,1477226.0,59302.0,478049.0,321462.0,367041.0,379915.0,50384.0,-6242.0,16179.0
1973,MA,5151.0,157258.0,1309889.0,1472298.0,56501.0,481181.0,336192.0,372829.0,391349.0,50682.0,-3077.0,55829.0
1974,MA,26447.0,156666.0,1161502.0,1344615.0,56959.0,464113.0,309717.0,330132.0,371093.0,52494.0,41285.0,32196.0
1975,MA,24484.0,154583.0,1124579.0,1303646.0,53325.0,451700.0,308322.0,290890.0,369400.0,48983.0,21705.0,41636.0
1976,MA,3953.0,157185.0,1215625.0,1376762.0,60502.0,483105.0,326840.0,308507.0,380724.0,55418.0,21437.0,40475.0
1977,MA,4008.0,161465.0,1195175.0,1360648.0,63357.0,474741.0,323324.0,303227.0,385290.0,58949.0,23004.0,39571.0
1978,MA,3163.0,161964.0,1171738.0,1336865.0,67677.0,461807.0,323001.0,300005.0,386801.0,65463.0,6129.0,60943.0
1979,MA,4632.0,157883.0,990909.0,1153424.0,74298.0,387624.0,277463.0,257710.0,385655.0,69761.0,14616.0,66113.0
1980,MA,22845.0,185508.0,910027.0,1102769.0,72495.0,400968.0,280411.0,207008.0,358305.0,70853.0,36174.0,35255.0
1981,MA,26644.0,187528.0,849197.0,1041192.0,73207.0,371040.0,256457.0,229093.0,359128.0,68711.0,53552.0,47766.0
1982,MA,89641.0,199790.0,798283.0,1069705.0,66642.0,374282.0,278874.0,219361.0,362384.0,64010.0,52342.0,46212.0
1983,MA,96877.0,196611.0,749558.0,1032045.0,78596.0,379758.0,255656.0,234074.0,362472.0,75676.0,55205.0,66116.0
1984,MA,116021.0,215021.0,803719.0,1128019.0,65032.0,394784.0,273121.0,254192.0,370142.0,61934.0,87969.0,11221.0
1985,MA,110246.0,224794.0,793263.0,1124536.0,65453.0,396914.0,279509.0,255708.0,381532.0,62713.0,43824.0,65141.0
1986,MA,99755.0,191195.0,903068.0,1191577.0,69642.0,407974.0,298725.0,287386.0,389179.0,65546.0,84064.0,25604.0
1987,MA,117626.0,233398.0,866120.0,1215699.0,60278.0,416371.0,304423.0,280554.0,403559.0,57049.0,100534.0,11863.0
1988,MA,116851.0,217305.0,877092.0,1210345.0,61835.0,431859.0,324641.0,250198.0,420664.0,59645.0,133542.0,11841.0
1989,MA,121873.0,260989.0,888008.0,1270152.0,66832.0,454120.0,351892.0,233466.0,420228.0,62436.0,83788.0,31906.0
1990,MA,114004.0,273910.0,806141.0,1193726.0,65263.0,429069.0,349082.0,221879.0,406705.0,52055.0,87543.0,53647.0
1991,MA,117917.0,283833.0,779969.0,1181593.0,66582.0,410753.0,353143.0,212618.0,389293.0,54712.0,63546.0,46304.0
1992,MA,112044.0,344458.0,767820.0,1224214.0,68433.0,449335.0,357718.0,238600.0,386608.0,57721.0,84297.0,49653.0
1993,MA,99579.0,350626.0,741938.0,1192080.0,69750.0,455641.0,348504.0,240324.0,391001.0,60375.0,121788.0,45574.0
1994,MA,101755.0,381289.0,718173.0,1201058.0,73476.0,453034.0,368903.0,223518.0,394318.0,63487.0,119679.0,40330.0
1995,MA,105363.0,391646.0,674294.0,1170873.0,72548.0,428257.0,372735.0,221302.0,401524.0,63255.0,127157.0,47133.0
1996,MA,113698.0,387390.0,676073.0,1176723.0,78433.0,429276.0,380215.0,220559.0,419265.0,65776.0,132807.0,55922.0
